title,publication_date,file_path,duration,file_size,,,
Fantasy Basketball Waiver Wire: Who to Pick Up for Week 16 (2023-24),2024-02-02 17:54:23+00:00,RotoWire Fantasy Basketball/Fantasy Basketball Waiver Wire Who to Pick Up for Week 16 2023-24.mp3,2765,0,,,
"Embiid's Injury, Knicks Rotation, Kuminga's Breakout, Dynasty Trades + More with Rick Kamla and Dr. A",2024-02-01 19:01:00+00:00,RotoWire Fantasy Basketball/Embiids Injury Knicks Rotation Kumingas Breakout Dynasty Trades  More with Rick Kamla and Dr A.mp3,3640,0,,,
"Embiid Goes Down, All-Star Reserve Picks + Fantasy Hoops Q&A",2024-01-31 17:11:28+00:00,RotoWire Fantasy Basketball/Embiid Goes Down All-Star Reserve Picks  Fantasy Hoops QA.mp3,3386,0,,,
"Risers/Fallers, Wembanyama, Replacing Randle, Simmons and Mobley Return + More",2024-01-30 19:36:00+00:00,RotoWire Fantasy Basketball/RisersFallers Wembanyama Replacing Randle Simmons and Mobley Return  More.mp3,3488,0,,,
"Weekend Recap, Tales from the Waiver Wire + Who to Add, Drop and Trade",2024-01-29 22:56:47+00:00,RotoWire Fantasy Basketball/Weekend Recap Tales from the Waiver Wire  Who to Add Drop and Trade.mp3,4695,0,,,
Fantasy Basketball: Waiver Wire for Week 15 (2023-24),2024-01-26 17:14:33+00:00,RotoWire Fantasy Basketball/Fantasy Basketball Waiver Wire for Week 15 2023-24.mp3,2839,0,,,
"Terry Rozier Plays for the Heat, Bucks Hiring Doc Rivers + Live Fantasy Q&A",2024-01-24 17:15:00+00:00,RotoWire Fantasy Basketball/Terry Rozier Plays for the Heat Bucks Hiring Doc Rivers  Live Fantasy QA.mp3,3206,0,,,
"Terry Rozier Trade Reaction, Embiid Goes for 70, KAT's Big Night + More with Raphielle Johnson",2024-01-23 17:53:30+00:00,RotoWire Fantasy Basketball/Terry Rozier Trade Reaction Embiid Goes for 70 KATs Big Night  More with Raphielle Johnson.mp3,3281,0,,,
"Waiver Wire Adds/Drops, Siakam in Indy, ROS Upside Debates + More",2024-01-22 22:33:00+00:00,RotoWire Fantasy Basketball/Waiver Wire AddsDrops Siakam in Indy ROS Upside Debates  More.mp3,4595,0,,,
Fantasy Basketball Waiver Wire: Week 14 Adds (2023-24),2024-01-19 17:48:45+00:00,RotoWire Fantasy Basketball/Fantasy Basketball Waiver Wire Week 14 Adds 2023-24.mp3,2799,0,,,
Siakam Trade Fantasy Fallout + More with Rick Kamla and Dr. A,2024-01-18 21:02:00+00:00,RotoWire Fantasy Basketball/Siakam Trade Fantasy Fallout  More with Rick Kamla and Dr A.mp3,3829,0,,,
"Adds in Memphis, Utah's Ascent + Siakam to Indiana? ",2024-01-17 17:07:00+00:00,RotoWire Fantasy Basketball/Adds in Memphis Utahs Ascent  Siakam to Indiana .mp3,3485,0,,,
"MLK Day Recap, Injury Updates, Value in Memphis + More",2024-01-16 20:41:00+00:00,RotoWire Fantasy Basketball/MLK Day Recap Injury Updates Value in Memphis  More.mp3,3888,0,,,
Fantasy Basketball Waiver Wire - Adds for Week 13,2024-01-12 17:55:58+00:00,RotoWire Fantasy Basketball/Fantasy Basketball Waiver Wire - Adds for Week 13.mp3,2706,0,,,
"Wembanyama Goes Off, Warriors in Crisis, Cam Whitmore, Ben Mathurin and More with Rick Kamla and Dr. A",2024-01-11 19:07:00+00:00,RotoWire Fantasy Basketball/Wembanyama Goes Off Warriors in Crisis Cam Whitmore Ben Mathurin and More with Rick Kamla and Dr A.mp3,3535,0,,,
"Post-Ja Grizzlies, Siakam and Bridges Trades, Stash Targets + More with Brandon Kravitz",2024-01-10 16:51:00+00:00,RotoWire Fantasy Basketball/Post-Ja Grizzlies Siakam and Bridges Trades Stash Targets  More with Brandon Kravitz.mp3,3218,0,,,
"Haliburton, Morant, Cunningham Injury Fallout, Suns' Struggles, LaMelo's Timeline + More with Noah Rubin",2024-01-09 17:32:00+00:00,RotoWire Fantasy Basketball/Haliburton Morant Cunningham Injury Fallout Suns Struggles LaMelos Timeline  More with Noah Rubin.mp3,3555,0,,,
"Weekend Recap, Tales from the Waiver Wire, CP3/Draymond, Mark Williams + Answering Listener Questions",2024-01-08 21:54:00+00:00,RotoWire Fantasy Basketball/Weekend Recap Tales from the Waiver Wire CP3Draymond Mark Williams  Answering Listener Questions.mp3,4010,0,,,
Fantasy Basketball Waiver Wire Adds for Week 12 (2023-24),2024-01-05 18:33:29+00:00,RotoWire Fantasy Basketball/Fantasy Basketball Waiver Wire Adds for Week 12 2023-24.mp3,2860,0,,,
"The OGs: Quickley in Toronto, Bradley Beal, Jalen Johnson, Lakers Future + More",2024-01-04 19:06:00+00:00,RotoWire Fantasy Basketball/The OGs Quickley in Toronto Bradley Beal Jalen Johnson Lakers Future  More.mp3,3509,0,,,
"Quickley's Upside, OKC's Title Chances, DiVincenzo, Franz Wagner, Andre Drummond + Live Q&A",2024-01-03 19:46:40+00:00,RotoWire Fantasy Basketball/Quickleys Upside OKCs Title Chances DiVincenzo Franz Wagner Andre Drummond  Live QA.mp3,3045,0,,,
"Kyrie's Return, Knicks-Raptors Trade Fallout, Wemby's Workload + More with Ken Crites",2024-01-02 19:16:02+00:00,RotoWire Fantasy Basketball/Kyries Return Knicks-Raptors Trade Fallout Wembys Workload  More with Ken Crites.mp3,3639,0,,,
"MVP Race, Morant vs. Mitchell, OG Anunoby, Dynasty Values + More",2023-12-28 18:40:00+00:00,RotoWire Fantasy Basketball/MVP Race Morant vs Mitchell OG Anunoby Dynasty Values  More.mp3,3482,0,,,
"Pistons Make History + Trade Targets, Surging Grizzlies, Jalen Johnson, Andre Drummond and More",2023-12-27 21:46:23+00:00,RotoWire Fantasy Basketball/Pistons Make History  Trade Targets Surging Grizzlies Jalen Johnson Andre Drummond and More.mp3,2949,0,,,
"Post-Christmas Review: Injury Updates, Christmas Slate, Jaquez, Markkanen, Podziemski + More",2023-12-27 01:38:00+00:00,RotoWire Fantasy Basketball/Post-Christmas Review Injury Updates Christmas Slate Jaquez Markkanen Podziemski  More.mp3,3746,0,,,
Fantasy Basketball Waiver Wire - Pre-Christmas Adds (2023-24),2023-12-22 19:36:54+00:00,RotoWire Fantasy Basketball/Fantasy Basketball Waiver Wire - Pre-Christmas Adds 2023-24.mp3,2909,0,,,
"Coby White's Ascent, OG Anunoby, Hartenstein, Warriors Rotation + Can the Grizzlies Climb the Standings with Ja Morant?",2023-12-21 20:32:00+00:00,RotoWire Fantasy Basketball/Coby Whites Ascent OG Anunoby Hartenstein Warriors Rotation  Can the Grizzlies Climb the Standings with Ja Morant.mp3,3191,0,,,
"Tuesday Night Takeaways, Ja's Big Return, Warriors Rotation + Listener Q&A with Nick Whalen",2023-12-20 18:11:00+00:00,RotoWire Fantasy Basketball/Tuesday Night Takeaways Jas Big Return Warriors Rotation  Listener QA with Nick Whalen.mp3,3824,0,,,
"Rookie of the Year Battle, Ja Morant's Return, Coby White, Red-Hot Clippers + More with Mark Schwarz",2023-12-19 19:03:00+00:00,RotoWire Fantasy Basketball/Rookie of the Year Battle Ja Morants Return Coby White Red-Hot Clippers  More with Mark Schwarz.mp3,3411,0,,,
"Waiver Wire Targets, Cavs Injuries, Beal Hurt Again, Embiid's Historic Run, Herro + Bam Returning + Live Listener Q&A",2023-12-18 22:02:00+00:00,RotoWire Fantasy Basketball/Waiver Wire Targets Cavs Injuries Beal Hurt Again Embiids Historic Run Herro  Bam Returning  Live Listener QA.mp3,4486,0,,,
NBA Fantasy Waiver Wire for Week 9 (2023-24),2023-12-15 17:25:25+00:00,RotoWire Fantasy Basketball/NBA Fantasy Waiver Wire for Week 9 2023-24.mp3,3273,0,,,
"Draymond Suspension Fallout, AD vs. Wembanyama, Tari Eason, Terry Rozier and Much More",2023-12-14 18:35:00+00:00,RotoWire Fantasy Basketball/Draymond Suspension Fallout AD vs Wembanyama Tari Eason Terry Rozier and Much More.mp3,3398,0,,,
"Keep One, Trade One, Warriors Concerns, Beal's Return, Coby White + Live Listener Q&As",2023-12-13 17:04:00+00:00,RotoWire Fantasy Basketball/Keep One Trade One Warriors Concerns Beals Return Coby White  Live Listener QAs.mp3,4985,0,,,
"Injury News, Ja Morant's Return, Beal Expectations, Raptors + More with Bob Nastanovich",2023-12-12 20:37:00+00:00,RotoWire Fantasy Basketball/Injury News Ja Morants Return Beal Expectations Raptors  More with Bob Nastanovich.mp3,3514,0,,,
"Lakers Win IST, Waiver Wire Recap, Trading for Jokic, Listener Q&A + Much More",2023-12-11 22:35:00+00:00,RotoWire Fantasy Basketball/Lakers Win IST Waiver Wire Recap Trading for Jokic Listener QA  Much More.mp3,4678,0,,,
Fantasy Basketball Waiver Wire - Adds for Week 8 (2023-24),2023-12-08 17:15:07+00:00,RotoWire Fantasy Basketball/Fantasy Basketball Waiver Wire - Adds for Week 8 2023-24.mp3,2974,0,,,
"Haliburton's Rise, Must-Add Players, Desmond Bane + More",2023-12-08 04:01:00+00:00,RotoWire Fantasy Basketball/Haliburtons Rise Must-Add Players Desmond Bane  More.mp3,3765,0,,,
"2023 NBA Re-Draft, In-Season Tournament Final Four Set + Live Listener Q&A",2023-12-06 17:26:49+00:00,RotoWire Fantasy Basketball/2023 NBA Re-Draft In-Season Tournament Final Four Set  Live Listener QA.mp3,4153,0,,,
"Players to Trade For, Jaren Jackson Jr., Porzingis, OG Anunoby and More with Ken Crites",2023-12-05 19:54:00+00:00,RotoWire Fantasy Basketball/Players to Trade For Jaren Jackson Jr Porzingis OG Anunoby and More with Ken Crites.mp3,3537,0,,,
"Quarter-Season Observations, In-Season Tournament + Ausar Thompson, Trey Murphy, Kelly Oubre and (Way) More",2023-12-04 22:49:00+00:00,RotoWire Fantasy Basketball/Quarter-Season Observations In-Season Tournament  Ausar Thompson Trey Murphy Kelly Oubre and Way More.mp3,4922,0,,,
Fantasy Basketball Waiver Wire - Who to Add for Week 7 (2023-24),2023-12-01 18:01:05+00:00,RotoWire Fantasy Basketball/Fantasy Basketball Waiver Wire - Who to Add for Week 7 2023-24.mp3,3572,0,,,
"The OG's: CJ McCollum, Jamal Murray Return, Lauri Markkanen, Adds/Drops + More",2023-11-30 18:36:00+00:00,RotoWire Fantasy Basketball/The OGs CJ McCollum Jamal Murray Return Lauri Markkanen AddsDrops  More.mp3,3542,0,,,
"Early Fantasy MVPs, Drop Candidates, In-Season Tournament, McCollum Set to Return + Listener Q&A",2023-11-29 17:07:00+00:00,RotoWire Fantasy Basketball/Early Fantasy MVPs Drop Candidates In-Season Tournament McCollum Set to Return  Listener QA.mp3,4461,0,,,
"Play-In Tournament, Targeting the Pacers, Hornets, Pelicans Rotations, Jerami Grant + More with Noah Rubin",2023-11-28 18:30:00+00:00,RotoWire Fantasy Basketball/Play-In Tournament Targeting the Pacers Hornets Pelicans Rotations Jerami Grant  More with Noah Rubin.mp3,3347,0,,,
"Fantasy Weekend Recap: Miles Bridges, CJ McCollum, LaMelo Ball, Josh Giddey, Trade Advice + More ",2023-11-27 21:34:00+00:00,RotoWire Fantasy Basketball/Fantasy Weekend Recap Miles Bridges CJ McCollum LaMelo Ball Josh Giddey Trade Advice  More .mp3,4271,0,,,
"Sell-High Candidates, Jalen Green, Jordan Poole, Zach LaVine + More with Kelin Mark",2023-11-21 20:55:37+00:00,RotoWire Fantasy Basketball/Sell-High Candidates Jalen Green Jordan Poole Zach LaVine  More with Kelin Mark.mp3,3068,0,,,
"Weekend Review, Sorting out the Hornets, Keyonte George Upside + Listener Q+A",2023-11-20 21:57:00+00:00,RotoWire Fantasy Basketball/Weekend Review Sorting out the Hornets Keyonte George Upside  Listener QA.mp3,4249,0,,,
NBA Fantasy Waiver Wire for Week 5,2023-11-17 20:02:33+00:00,RotoWire Fantasy Basketball/NBA Fantasy Waiver Wire for Week 5.mp3,3116,0,,,
"Warriors Concerns, Pacers Hot Start, Trade Questions, Miles Bridges + More",2023-11-16 19:21:00+00:00,RotoWire Fantasy Basketball/Warriors Concerns Pacers Hot Start Trade Questions Miles Bridges  More.mp3,3465,0,,,
"Surprise Teams/Players, What To Do With Jordan Poole, Ausar Thompson + More with Brandon Kravitz",2023-11-15 17:15:00+00:00,RotoWire Fantasy Basketball/Surprise TeamsPlayers What To Do With Jordan Poole Ausar Thompson  More with Brandon Kravitz.mp3,4714,0,,,
"Dame's Slump, Fox Returns, Frustrating Wizards + Chet vs. Wembanyama with Matt Stroup",2023-11-14 18:45:00+00:00,RotoWire Fantasy Basketball/Dames Slump Fox Returns Frustrating Wizards  Chet vs Wembanyama with Matt Stroup.mp3,3352,0,,,
"Weekend News Recap, Buy-Low Targets + Listener Q&A",2023-11-13 21:40:50+00:00,RotoWire Fantasy Basketball/Weekend News Recap Buy-Low Targets  Listener QA.mp3,4335,0,,,
NBA Waiver Wire 2023-24 - Injuries Creating Value for Week 4,2023-11-10 17:40:42+00:00,RotoWire Fantasy Basketball/NBA Waiver Wire 2023-24 - Injuries Creating Value for Week 4.mp3,2885,0,,,
"Sneaky Pick-Ups, Beal's Debut, Injury Updates + More",2023-11-09 17:54:00+00:00,RotoWire Fantasy Basketball/Sneaky Pick-Ups Beals Debut Injury Updates  More.mp3,3093,0,,,
"Early Draft Hits + Misses, Sell-High Candidates with Brandon Kravitz",2023-11-08 17:05:00+00:00,RotoWire Fantasy Basketball/Early Draft Hits  Misses Sell-High Candidates with Brandon Kravitz.mp3,4276,0,,,
"Injury Replacements, Harden's Debut, Scottie Barnes' Hot Start + More with Ken Crites",2023-11-07 17:52:00+00:00,RotoWire Fantasy Basketball/Injury Replacements Hardens Debut Scottie Barnes Hot Start  More with Ken Crites.mp3,3251,0,,,
Weekend Recap + Buy Low/Sell High Targets + James Harden Expectations with Adam King,2023-11-06 21:46:00+00:00,RotoWire Fantasy Basketball/Weekend Recap  Buy LowSell High Targets  James Harden Expectations with Adam King.mp3,3820,0,,,
Add These 9 Players Off Waivers - NBA Fantasy 2023-24,2023-11-03 15:45:46+00:00,RotoWire Fantasy Basketball/Add These 9 Players Off Waivers - NBA Fantasy 2023-24.mp3,2886,0,,,
"Injury Updates, Early Waiver Wire, Sneaky Pickups ",2023-11-02 16:26:00+00:00,RotoWire Fantasy Basketball/Injury Updates Early Waiver Wire Sneaky Pickups .mp3,3007,0,,,
Harden Trade Fantasy Fallout + Panic or Don't Panic? ,2023-11-01 16:03:00+00:00,RotoWire Fantasy Basketball/Harden Trade Fantasy Fallout  Panic or Dont Panic .mp3,3396,0,,,
James Harden Trade + Atlanta Hawks Chatter with Bob Rathburn,2023-10-31 17:50:00+00:00,RotoWire Fantasy Basketball/James Harden Trade  Atlanta Hawks Chatter with Bob Rathburn.mp3,3367,0,,,
"Early Season Takeaways, Adds, Drops and More",2023-10-30 20:55:00+00:00,RotoWire Fantasy Basketball/Early Season Takeaways Adds Drops and More.mp3,4197,0,,,
Fantasy Basketball Waiver Wire for Week 2 (2023-24),2023-10-27 17:21:13+00:00,RotoWire Fantasy Basketball/Fantasy Basketball Waiver Wire for Week 2 2023-24.mp3,2875,0,,,
Opening Week Fantasy Takeaways + 30-Team Draft Review,2023-10-26 17:39:00+00:00,RotoWire Fantasy Basketball/Opening Week Fantasy Takeaways  30-Team Draft Review.mp3,3105,0,,,
"Opening Night Takeaways, LeBron's Workload, Harden Updates + Wednesday Night Preview",2023-10-25 16:21:00+00:00,RotoWire Fantasy Basketball/Opening Night Takeaways LeBrons Workload Harden Updates  Wednesday Night Preview.mp3,3264,0,,,
"Opening Week Preview, Boom or Bust Players + Three Bold Fantasy Predictions",2023-10-24 17:38:23+00:00,RotoWire Fantasy Basketball/Opening Week Preview Boom or Bust Players  Three Bold Fantasy Predictions.mp3,2664,0,,,
Western Conference Win Total Over/Under Picks with James Anderson,2023-10-23 21:58:00+00:00,RotoWire Fantasy Basketball/Western Conference Win Total OverUnder Picks with James Anderson.mp3,4359,0,,,
NBA Preseason Risers & Fallers 2023-24,2023-10-20 16:02:30+00:00,RotoWire Fantasy Basketball/NBA Preseason Risers  Fallers 2023-24.mp3,1840,0,,,
